Zeitstempel;Maschinen_ID;Status;Temperatur;produzierte_Stueckzahl;Fehlteile
2026-03-17 19:00:00;M-004;Produktion;247.4;52;0
2026-03-17 19:00:00;M-005;Produktion;222.3;46;2
2026-03-17 20:00:00;M-001;Produktion;212.6;37;0
2026-03-17 20:00:00;M-002;Produktion;230.3;57;1
2026-03-17 20:00:00;M-003;Produktion;208.5;42;1
2026-03-17 20:00:00;M-004;Produktion;243.1;57;1
2026-03-17 20:00:00;M-005;Produktion;218.1;47;0
2026-03-17 21:00:00;M-001;Produktion;212.7;41;0
2026-03-17 21:00:00;M-002;Produktion;224.8;46;1
2026-03-17 21:00:00;M-003;Produktion;206.4;34;0
2026-03-17 21:00:00;M-004;Produktion;241.9;60;0
2026-03-17 21:00:00;M-005;Produktion;219.9;44;1
2026-03-17 22:00:00;M-001;Produktion;210.7;42;1
2026-03-17 22:00:00;M-002;Produktion;231.8;58;1
2026-03-17 22:00:00;M-003;Produktion;201.4;42;0
2026-03-17 22:00:00;M-004;Produktion;246.4;58;3
2026-03-17 22:00:00;M-005;Produktion;214.6;40;1
2026-03-17 23:00:00;M-001;Produktion;215.3;41;0
2026-03-17 23:00:00;M-002;Produktion;232.0;54;1
2026-03-17 23:00:00;M-003;Produktion;207.3;38;0
2026-03-17 23:00:00;M-004;Produktion;247.0;61;0
2026-03-17 23:00:00;M-005;Produktion;221.3;55;3
2026-03-18 00:00:00;M-001;Produktion;218.6;43;0
2026-03-18 00:00:00;M-002;Produktion;230.1;45;0
2026-03-18 00:00:00;M-003;Produktion;207.1;39;0
2026-03-18 00:00:00;M-004;Produktion;241.0;53;4
2026-03-18 00:00:00;M-005;Produktion;218.0;47;1
2026-03-18 01:00:00;M-001;Stillstand;97.2;0;0
2026-03-18 01:00:00;M-002;Produktion;231.3;54;1
2026-03-18 01:00:00;M-003;Produktion;203.3;38;0
2026-03-18 01:00:00;M-004;Produktion;242.8;60;2
2026-03-18 01:00:00;M-005;Produktion;217.9;48;1
2026-03-18 02:00:00;M-001;Stillstand;81.9;0;0
2026-03-18 02:00:00;M-002;Produktion;231.4;64;0
2026-03-18 02:00:00;M-003;Produktion;208.2;40;0
2026-03-18 02:00:00;M-004;Produktion;245.5;62;2
2026-03-18 02:00:00;M-005;Produktion;222.8;46;0
2026-03-18 03:00:00;M-001;Produktion;212.4;39;0
2026-03-18 03:00:00;M-002;Produktion;233.4;56;0
2026-03-18 03:00:00;M-003;Produktion;202.7;36;1
2026-03-18 03:00:00;M-004;Produktion;242.3;56;0
2026-03-18 03:00:00;M-005;Produktion;213.5;46;1
2026-03-18 04:00:00;M-001;Produktion;211.9;40;1
2026-03-18 04:00:00;M-002;Produktion;229.4;56;2
2026-03-18 04:00:00;M-003;Produktion;207.3;40;1
2026-03-18 04:00:00;M-004;Produktion;245.8;64;4
2026-03-18 04:00:00;M-005;Produktion;218.6;46;0
2026-03-18 05:00:00;M-001;Produktion;212.6;41;0
2026-03-18 05:00:00;M-002;Produktion;232.5;63;1
2026-03-18 05:00:00;M-003;Produktion;201.1;37;3
2026-03-18 05:00:00;M-004;Produktion;244.2;59;2
2026-03-18 05:00:00;M-005;Produktion;218.8;49;0
2026-03-18 06:00:00;M-001;Produktion;216.8;39;0
2026-03-18 06:00:00;M-002;Produktion;226.2;58;2
2026-03-18 06:00:00;M-003;Produktion;205.6;37;1
2026-03-18 06:00:00;M-004;Produktion;242.6;71;2
2026-03-18 06:00:00;M-005;Produktion;218.2;40;0
2026-03-18 07:00:00;M-001;Produktion;216.6;43;1
2026-03-18 07:00:00;M-002;Produktion;230.3;55;3
2026-03-18 07:00:00;M-003;Produktion;205.7;42;1
2026-03-18 07:00:00;M-004;Produktion;244.3;64;2
2026-03-18 07:00:00;M-005;Produktion;225.1;51;0
2026-03-18 08:00:00;M-001;Produktion;214.9;42;0
2026-03-18 08:00:00;M-002;Produktion;230.6;56;1
2026-03-18 08:00:00;M-003;Produktion;200.7;40;0
2026-03-18 08:00:00;M-004;Produktion;246.2;61;1
2026-03-18 08:00:00;M-005;Produktion;221.4;50;2
2026-03-18 09:00:00;M-001;Produktion;216.2;45;0
2026-03-18 09:00:00;M-002;Produktion;232.1;57;1
2026-03-18 09:00:00;M-003;Produktion;207.8;38;0
2026-03-18 09:00:00;M-004;Produktion;247.2;61;1
2026-03-18 09:00:00;M-005;Produktion;221.4;49;1
2026-03-18 10:00:00;M-001;Produktion;217.5;48;1
2026-03-18 10:00:00;M-002;Produktion;232.9;53;2
2026-03-18 10:00:00;M-003;Produktion;204.7;40;1
2026-03-18 10:00:00;M-004;Produktion;253.7;62;3
2026-03-18 10:00:00;M-005;Produktion;220.3;54;0
2026-03-18 11:00:00;M-001;Wartung;47.3;0;0
2026-03-18 11:00:00;M-002;Produktion;233.2;57;1
2026-03-18 11:00:00;M-003;Produktion;204.3;38;0
2026-03-18 11:00:00;M-004;Produktion;250.3;59;3
2026-03-18 11:00:00;M-005;Produktion;218.3;50;0
2026-03-18 12:00:00;M-001;Wartung;45.6;0;0
2026-03-18 12:00:00;M-002;Produktion;232.3;61;0
2026-03-18 12:00:00;M-003;Produktion;209.8;37;1
2026-03-18 12:00:00;M-004;Produktion;249.3;55;1
2026-03-18 12:00:00;M-005;Produktion;222.3;37;0
2026-03-18 13:00:00;M-001;Wartung;37.7;0;0
2026-03-18 13:00:00;M-002;Produktion;230.8;57;1
2026-03-18 13:00:00;M-003;Produktion;209.3;39;1
2026-03-18 13:00:00;M-004;Produktion;251.9;58;2
2026-03-18 13:00:00;M-005;Produktion;220.9;46;1
2026-03-18 14:00:00;M-001;Wartung;51.9;0;0
2026-03-18 14:00:00;M-002;Produktion;233.1;55;0
2026-03-18 14:00:00;M-003;Produktion;208.7;42;0
2026-03-18 14:00:00;M-004;Produktion;245.4;55;2
2026-03-18 14:00:00;M-005;Produktion;219.1;47;0
2026-03-18 15:00:00;M-001;Wartung;32.7;0;0
2026-03-18 15:00:00;M-002;Produktion;235.7;52;3
2026-03-18 15:00:00;M-003;Produktion;207.5;37;0
2026-03-18 15:00:00;M-004;Produktion;250.0;55;1
2026-03-18 15:00:00;M-005;Produktion;223.9;47;0
2026-03-18 16:00:00;M-001;Wartung;25.3;0;0
2026-03-18 16:00:00;M-002;Produktion;231.9;52;1
2026-03-18 16:00:00;M-003;Produktion;206.3;32;0
2026-03-18 16:00:00;M-004;Produktion;244.6;65;0
2026-03-18 16:00:00;M-005;Produktion;220.6;51;2
2026-03-18 17:00:00;M-001;Wartung;43.7;0;0
2026-03-18 17:00:00;M-002;Produktion;234.0;53;1
2026-03-18 17:00:00;M-003;Produktion;203.4;40;0
2026-03-18 17:00:00;M-004;Produktion;244.7;57;3
2026-03-18 17:00:00;M-005;Produktion;220.4;48;0
2026-03-18 18:00:00;M-001;Wartung;28.5;0;0
2026-03-18 18:00:00;M-002;Produktion;230.3;54;1
2026-03-18 18:00:00;M-003;Produktion;203.3;43;1
2026-03-18 18:00:00;M-004;Produktion;245.7;54;2
2026-03-18 18:00:00;M-005;Produktion;218.1;45;3
2026-03-18 19:00:00;M-001;Produktion;216.7;39;0
2026-03-18 19:00:00;M-002;Produktion;229.0;62;2
2026-03-18 19:00:00;M-003;Produktion;202.3;40;1
2026-03-18 19:00:00;M-004;Produktion;246.1;56;3
2026-03-18 19:00:00;M-005;Produktion;223.1;45;1
2026-03-18 20:00:00;M-001;Produktion;220.9;45;1
2026-03-18 20:00:00;M-002;Produktion;233.7;57;1
2026-03-18 20:00:00;M-003;Produktion;205.7;33;0
2026-03-18 20:00:00;M-004;Produktion;249.6;51;3
2026-03-18 20:00:00;M-005;Produktion;221.1;50;2
2026-03-18 21:00:00;M-001;Produktion;210.5;48;1
2026-03-18 21:00:00;M-002;Produktion;229.5;55;1
2026-03-18 21:00:00;M-003;Produktion;206.0;40;0
2026-03-18 21:00:00;M-004;Produktion;242.5;58;0
2026-03-18 21:00:00;M-005;Produktion;220.1;46;0
2026-03-18 22:00:00;M-001;Produktion;213.9;43;1
2026-03-18 22:00:00;M-002;Produktion;229.7;57;2
2026-03-18 22:00:00;M-003;Produktion;202.0;36;0
2026-03-18 22:00:00;M-004;Produktion;245.5;70;1
2026-03-18 22:00:00;M-005;Produktion;223.6;50;1
2026-03-18 23:00:00;M-001;Produktion;216.9;42;0
2026-03-18 23:00:00;M-002;Produktion;233.9;53;2
2026-03-18 23:00:00;M-003;Produktion;206.1;41;0
2026-03-18 23:00:00;M-004;Produktion;245.2;59;2
2026-03-18 23:00:00;M-005;Produktion;218.5;50;1
2026-03-19 00:00:00;M-001;Produktion;221.4;43;1
2026-03-19 00:00:00;M-002;Produktion;236.3;59;1
2026-03-19 00:00:00;M-003;Produktion;202.5;36;0
2026-03-19 00:00:00;M-004;Produktion;245.9;61;1
2026-03-19 00:00:00;M-005;Produktion;219.8;53;1
2026-03-19 01:00:00;M-001;Produktion;210.0;37;2
2026-03-19 01:00:00;M-002;Produktion;227.1;58;3
2026-03-19 01:00:00;M-003;Produktion;204.5;38;1
2026-03-19 01:00:00;M-004;Produktion;243.3;68;0
2026-03-19 01:00:00;M-005;Produktion;221.1;45;1
2026-03-19 02:00:00;M-001;Produktion;212.9;44;2
2026-03-19 02:00:00;M-002;Produktion;229.8;61;1
2026-03-19 02:00:00;M-003;Produktion;200.6;38;1
2026-03-19 02:00:00;M-004;Produktion;240.0;62;2
2026-03-19 02:00:00;M-005;Produktion;221.9;42;0
2026-03-19 03:00:00;M-001;Produktion;209.9;45;2
2026-03-19 03:00:00;M-002;Produktion;233.4;53;1
2026-03-19 03:00:00;M-003;Produktion;205.0;36;1
2026-03-19 03:00:00;M-004;Produktion;249.2;56;2
2026-03-19 03:00:00;M-005;Produktion;224.4;50;0
2026-03-19 04:00:00;M-001;Produktion;216.8;39;1
2026-03-19 04:00:00;M-002;Produktion;232.6;60;0
2026-03-19 04:00:00;M-003;Produktion;207.1;36;0
2026-03-19 04:00:00;M-004;Produktion;246.2;64;2
2026-03-19 04:00:00;M-005;Produktion;223.3;45;0
2026-03-19 05:00:00;M-001;Produktion;209.6;39;1
2026-03-19 05:00:00;M-002;Produktion;230.0;57;4
2026-03-19 05:00:00;M-003;Produktion;205.8;34;1
2026-03-19 05:00:00;M-004;Produktion;243.9;63;1
2026-03-19 05:00:00;M-005;Produktion;219.3;46;0
2026-03-19 06:00:00;M-001;Produktion;217.5;42;1
2026-03-19 06:00:00;M-002;Produktion;221.8;60;0
2026-03-19 06:00:00;M-003;Produktion;203.3;37;0
2026-03-19 06:00:00;M-004;Produktion;241.8;67;2
2026-03-19 06:00:00;M-005;Produktion;220.4;42;0
2026-03-19 07:00:00;M-001;Produktion;212.0;41;1
2026-03-19 07:00:00;M-002;Produktion;233.0;59;2
2026-03-19 07:00:00;M-003;Produktion;200.2;34;0
2026-03-19 07:00:00;M-004;Produktion;251.9;64;1
2026-03-19 07:00:00;M-005;Produktion;216.5;50;1
2026-03-19 08:00:00;M-001;Produktion;212.2;37;0
2026-03-19 08:00:00;M-002;Produktion;230.8;46;0
2026-03-19 08:00:00;M-003;Produktion;200.5;41;0
2026-03-19 08:00:00;M-004;Produktion;251.1;50;4
2026-03-19 08:00:00;M-005;Produktion;218.3;56;0
2026-03-19 09:00:00;M-001;Produktion;210.6;40;1
2026-03-19 09:00:00;M-002;Produktion;234.7;53;1
2026-03-19 09:00:00;M-003;Produktion;201.6;35;0
2026-03-19 09:00:00;M-004;Produktion;242.4;47;2
2026-03-19 09:00:00;M-005;Produktion;219.6;51;3
2026-03-19 10:00:00;M-001;Produktion;219.2;42;2
2026-03-19 10:00:00;M-002;Produktion;237.5;55;2
2026-03-19 10:00:00;M-003;Produktion;216.5;38;0
2026-03-19 10:00:00;M-004;Produktion;243.2;53;2
2026-03-19 10:00:00;M-005;Produktion;221.8;50;0
2026-03-19 11:00:00;M-001;Produktion;213.6;42;2
2026-03-19 11:00:00;M-002;Produktion;234.2;55;3
2026-03-19 11:00:00;M-003;Produktion;211.0;37;2
2026-03-19 11:00:00;M-004;Produktion;243.7;54;3
2026-03-19 11:00:00;M-005;Produktion;223.9;44;1
2026-03-19 12:00:00;M-001;Produktion;215.1;43;0
2026-03-19 12:00:00;M-002;Produktion;236.7;53;1
2026-03-19 12:00:00;M-003;Produktion;208.8;32;1
2026-03-19 12:00:00;M-004;Produktion;247.8;64;3
2026-03-19 12:00:00;M-005;Produktion;224.5;47;1
2026-03-19 13:00:00;M-001;Produktion;214.8;38;0
2026-03-19 13:00:00;M-002;Produktion;231.4;47;0
2026-03-19 13:00:00;M-003;Produktion;210.5;36;0
2026-03-19 13:00:00;M-004;Produktion;252.6;61;1
2026-03-19 13:00:00;M-005;Produktion;217.4;45;0
2026-03-19 14:00:00;M-001;Stillstand;95.0;0;0
2026-03-19 14:00:00;M-002;Produktion;230.4;52;1
2026-03-19 14:00:00;M-003;Produktion;207.5;44;1
2026-03-19 14:00:00;M-004;Produktion;246.1;59;1
2026-03-19 14:00:00;M-005;Produktion;223.5;46;1
2026-03-19 15:00:00;M-001;Stillstand;81.0;0;0
2026-03-19 15:00:00;M-002;Produktion;234.7;54;2
2026-03-19 15:00:00;M-003;Produktion;209.7;35;0
2026-03-19 15:00:00;M-004;Produktion;246.9;59;3
2026-03-19 15:00:00;M-005;Produktion;221.8;42;3
2026-03-19 16:00:00;M-001;Produktion;215.6;34;0
2026-03-19 16:00:00;M-002;Produktion;237.1;52;2
2026-03-19 16:00:00;M-003;Produktion;203.3;37;1
2026-03-19 16:00:00;M-004;Produktion;245.8;56;3
2026-03-19 16:00:00;M-005;Produktion;222.7;51;0
2026-03-19 17:00:00;M-001;Produktion;212.9;37;0
2026-03-19 17:00:00;M-002;Produktion;232.5;52;1
2026-03-19 17:00:00;M-003;Produktion;206.0;37;1
2026-03-19 17:00:00;M-004;Produktion;243.2;56;2
2026-03-19 17:00:00;M-005;Produktion;216.5;47;1
2026-03-19 18:00:00;M-001;Produktion;222.1;42;1
2026-03-19 18:00:00;M-002;Produktion;235.8;51;1
2026-03-19 18:00:00;M-003;Produktion;205.3;32;1
2026-03-19 18:00:00;M-004;Produktion;242.7;56;3
2026-03-19 18:00:00;M-005;Produktion;220.5;47;1
2026-03-19 19:00:00;M-001;Produktion;214.0;40;0
2026-03-19 19:00:00;M-002;Produktion;230.8;58;2
2026-03-19 19:00:00;M-003;Produktion;206.4;39;1
2026-03-19 19:00:00;M-004;Produktion;251.4;65;2
2026-03-19 19:00:00;M-005;Produktion;221.7;55;2
2026-03-19 20:00:00;M-001;Produktion;215.8;49;2
2026-03-19 20:00:00;M-002;Produktion;228.9;57;2
2026-03-19 20:00:00;M-003;Produktion;204.4;36;0
2026-03-19 20:00:00;M-004;Produktion;247.1;59;0
2026-03-19 20:00:00;M-005;Produktion;220.7;49;2
2026-03-19 21:00:00;M-001;Produktion;217.0;39;0
2026-03-19 21:00:00;M-002;Produktion;233.0;50;2
2026-03-19 21:00:00;M-003;Produktion;203.2;38;0
2026-03-19 21:00:00;M-004;Produktion;248.0;61;2
2026-03-19 21:00:00;M-005;Produktion;221.0;48;2
2026-03-19 22:00:00;M-001;Produktion;214.6;49;1
2026-03-19 22:00:00;M-002;Produktion;231.9;57;0
2026-03-19 22:00:00;M-003;Produktion;203.1;42;0
2026-03-19 22:00:00;M-004;Produktion;245.4;64;1
2026-03-19 22:00:00;M-005;Produktion;224.1;53;2
2026-03-19 23:00:00;M-001;Produktion;221.2;49;0
2026-03-19 23:00:00;M-002;Produktion;233.5;52;2
2026-03-19 23:00:00;M-003;Produktion;205.2;36;0
2026-03-19 23:00:00;M-004;Produktion;245.6;57;1
2026-03-19 23:00:00;M-005;Produktion;222.8;47;1
2026-03-20 00:00:00;M-001;Produktion;217.3;43;1
2026-03-20 00:00:00;M-002;Produktion;231.6;57;2
2026-03-20 00:00:00;M-003;Produktion;204.6;35;1
2026-03-20 00:00:00;M-004;Produktion;244.9;49;1
2026-03-20 00:00:00;M-005;Produktion;220.0;47;2
2026-03-20 01:00:00;M-001;Produktion;218.0;38;0
2026-03-20 01:00:00;M-002;Produktion;233.7;47;0
2026-03-20 01:00:00;M-003;Produktion;207.6;37;0
2026-03-20 01:00:00;M-004;Produktion;242.4;65;2
2026-03-20 01:00:00;M-005;Produktion;224.3;46;1
2026-03-20 02:00:00;M-001;Produktion;213.5;41;2
2026-03-20 02:00:00;M-002;Produktion;228.0;60;0
2026-03-20 02:00:00;M-003;Produktion;203.9;36;2
2026-03-20 02:00:00;M-004;Produktion;245.6;51;1
2026-03-20 02:00:00;M-005;Produktion;225.2;50;0
2026-03-20 03:00:00;M-001;Produktion;213.1;42;1
2026-03-20 03:00:00;M-002;Produktion;225.0;53;0
2026-03-20 03:00:00;M-003;Produktion;201.5;37;1
2026-03-20 03:00:00;M-004;Produktion;244.1;66;2
2026-03-20 03:00:00;M-005;Produktion;219.4;52;0
2026-03-20 04:00:00;M-001;Produktion;212.9;45;1
2026-03-20 04:00:00;M-002;Produktion;230.8;48;2
2026-03-20 04:00:00;M-003;Produktion;207.7;36;0
2026-03-20 04:00:00;M-004;Stillstand;117.8;0;0
2026-03-20 04:00:00;M-005;Produktion;221.5;53;0
2026-03-20 05:00:00;M-001;Produktion;211.9;44;1
2026-03-20 05:00:00;M-002;Produktion;229.9;56;1
2026-03-20 05:00:00;M-003;Produktion;200.4;38;0
2026-03-20 05:00:00;M-004;Produktion;247.2;59;1
2026-03-20 05:00:00;M-005;Produktion;222.5;43;0
2026-03-20 06:00:00;M-001;Produktion;213.6;38;0
2026-03-20 06:00:00;M-002;Produktion;227.2;56;0
2026-03-20 06:00:00;M-003;Produktion;202.3;40;0
2026-03-20 06:00:00;M-004;Produktion;243.6;72;4
2026-03-20 06:00:00;M-005;Produktion;217.7;50;0
2026-03-20 07:00:00;M-001;Produktion;215.5;42;1
2026-03-20 07:00:00;M-002;Produktion;228.3;58;1
2026-03-20 07:00:00;M-003;Produktion;200.9;41;0
2026-03-20 07:00:00;M-004;Produktion;242.3;59;2
2026-03-20 07:00:00;M-005;Produktion;219.4;48;1
2026-03-20 08:00:00;M-001;Produktion;212.4;42;1
2026-03-20 08:00:00;M-002;Produktion;234.0;49;2
2026-03-20 08:00:00;M-003;Produktion;201.1;39;1
2026-03-20 08:00:00;M-004;Produktion;240.9;55;4
2026-03-20 08:00:00;M-005;Produktion;215.8;49;1
2026-03-20 09:00:00;M-001;Produktion;215.2;43;0
2026-03-20 09:00:00;M-002;Stillstand;115.6;0;0
2026-03-20 09:00:00;M-003;Produktion;206.9;38;0
2026-03-20 09:00:00;M-004;Produktion;244.0;54;0
2026-03-20 09:00:00;M-005;Produktion;221.7;48;2
2026-03-20 10:00:00;M-001;Produktion;220.7;42;1
2026-03-20 10:00:00;M-002;Stillstand;146.2;0;0
2026-03-20 10:00:00;M-003;Produktion;207.6;43;0
2026-03-20 10:00:00;M-004;Produktion;249.8;57;3
2026-03-20 10:00:00;M-005;Produktion;217.9;50;0
2026-03-20 11:00:00;M-001;Produktion;216.0;36;0
2026-03-20 11:00:00;M-002;Stillstand;140.4;0;0
2026-03-20 11:00:00;M-003;Produktion;205.6;38;1
2026-03-20 11:00:00;M-004;Produktion;246.4;58;3
2026-03-20 11:00:00;M-005;Produktion;221.3;56;1
2026-03-20 12:00:00;M-001;Produktion;215.7;42;2
2026-03-20 12:00:00;M-002;Stillstand;132.2;0;0
2026-03-20 12:00:00;M-003;Produktion;206.5;37;1
2026-03-20 12:00:00;M-004;Produktion;246.8;56;0
2026-03-20 12:00:00;M-005;Produktion;220.8;50;2
2026-03-20 13:00:00;M-001;Produktion;215.0;45;2
2026-03-20 13:00:00;M-002;Produktion;232.5;62;1
2026-03-20 13:00:00;M-003;Produktion;209.8;37;0
2026-03-20 13:00:00;M-004;Produktion;248.3;61;0
2026-03-20 13:00:00;M-005;Produktion;228.2;43;4
2026-03-20 14:00:00;M-001;Produktion;218.9;41;1
2026-03-20 14:00:00;M-002;Produktion;234.0;53;2
2026-03-20 14:00:00;M-003;Produktion;206.2;38;0
2026-03-20 14:00:00;M-004;Produktion;246.2;65;2
2026-03-20 14:00:00;M-005;Produktion;220.9;40;1
2026-03-20 15:00:00;M-001;Produktion;218.8;36;1
2026-03-20 15:00:00;M-002;Produktion;235.6;56;1
2026-03-20 15:00:00;M-003;Produktion;209.2;36;0
2026-03-20 15:00:00;M-004;Produktion;245.7;54;0
2026-03-20 15:00:00;M-005;Produktion;229.0;48;2
2026-03-20 16:00:00;M-001;Produktion;217.1;41;1
2026-03-20 16:00:00;M-002;Produktion;237.9;66;4
2026-03-20 16:00:00;M-003;Produktion;206.3;39;0
2026-03-20 16:00:00;M-004;Produktion;242.4;66;5
2026-03-20 16:00:00;M-005;Produktion;220.9;49;1
2026-03-20 17:00:00;M-001;Produktion;219.2;38;0
2026-03-20 17:00:00;M-002;Produktion;225.0;43;0
2026-03-20 17:00:00;M-003;Produktion;206.6;40;0
2026-03-20 17:00:00;M-004;Produktion;247.6;52;2
2026-03-20 17:00:00;M-005;Produktion;219.0;40;0
2026-03-20 18:00:00;M-001;Produktion;214.9;41;1
2026-03-20 18:00:00;M-002;Produktion;231.2;44;0
2026-03-20 18:00:00;M-003;Produktion;208.1;41;0
2026-03-20 18:00:00;M-004;Produktion;243.6;53;2
2026-03-20 18:00:00;M-005;Produktion;221.4;45;0
2026-03-20 19:00:00;M-001;Produktion;214.6;44;2
2026-03-20 19:00:00;M-002;Produktion;230.0;48;1
2026-03-20 19:00:00;M-003;Produktion;204.4;31;1
2026-03-20 19:00:00;M-004;Produktion;244.3;59;3
2026-03-20 19:00:00;M-005;Produktion;220.5;49;4
2026-03-20 20:00:00;M-001;Produktion;213.4;39;0
2026-03-20 20:00:00;M-002;Produktion;230.7;65;2
2026-03-20 20:00:00;M-003;Produktion;201.4;38;1
2026-03-20 20:00:00;M-004;Produktion;244.7;60;2
2026-03-20 20:00:00;M-005;Produktion;221.5;55;0
2026-03-20 21:00:00;M-001;Produktion;213.4;38;0
2026-03-20 21:00:00;M-002;Produktion;230.6;55;1
2026-03-20 21:00:00;M-003;Produktion;205.1;36;0
2026-03-20 21:00:00;M-004;Produktion;242.3;58;5
2026-03-20 21:00:00;M-005;Produktion;217.4;53;0
2026-03-20 22:00:00;M-001;Produktion;208.5;39;0
2026-03-20 22:00:00;M-002;Produktion;228.0;55;0
2026-03-20 22:00:00;M-003;Produktion;204.8;35;1
2026-03-20 22:00:00;M-004;Produktion;250.8;57;5
2026-03-20 22:00:00;M-005;Produktion;214.8;44;1
2026-03-20 23:00:00;M-001;Produktion;219.1;39;0
2026-03-20 23:00:00;M-002;Produktion;234.2;59;1
2026-03-20 23:00:00;M-003;Produktion;209.0;39;0
2026-03-20 23:00:00;M-004;Produktion;242.4;55;2
2026-03-20 23:00:00;M-005;Produktion;215.4;49;0
2026-03-21 00:00:00;M-001;Produktion;215.3;41;1
2026-03-21 00:00:00;M-002;Produktion;227.6;50;0
2026-03-21 00:00:00;M-003;Produktion;201.1;39;0
2026-03-21 00:00:00;M-004;Produktion;245.1;64;0
2026-03-21 00:00:00;M-005;Produktion;218.8;50;2
2026-03-21 01:00:00;M-001;Produktion;217.3;41;0
2026-03-21 01:00:00;M-002;Produktion;230.5;54;0
2026-03-21 01:00:00;M-003;Produktion;205.6;35;0
2026-03-21 01:00:00;M-004;Produktion;244.0;68;5
2026-03-21 01:00:00;M-005;Produktion;215.5;44;0
2026-03-21 02:00:00;M-001;Produktion;221.2;35;1
2026-03-21 02:00:00;M-002;Produktion;227.0;57;2
2026-03-21 02:00:00;M-003;Produktion;207.9;36;0
2026-03-21 02:00:00;M-004;Produktion;248.2;59;1
2026-03-21 02:00:00;M-005;Produktion;222.0;45;1
2026-03-21 03:00:00;M-001;Produktion;213.6;37;0
2026-03-21 03:00:00;M-002;Produktion;234.1;58;1
2026-03-21 03:00:00;M-003;Produktion;206.4;38;0
2026-03-21 03:00:00;M-004;Produktion;238.7;71;1
2026-03-21 03:00:00;M-005;Produktion;216.2;46;0
2026-03-21 04:00:00;M-001;Produktion;212.6;44;1
2026-03-21 04:00:00;M-002;Produktion;228.7;52;1
2026-03-21 04:00:00;M-003;Produktion;205.2;37;0
2026-03-21 04:00:00;M-004;Produktion;244.5;64;4
2026-03-21 04:00:00;M-005;Produktion;218.5;45;1
2026-03-21 05:00:00;M-001;Produktion;217.5;42;0
2026-03-21 05:00:00;M-002;Produktion;232.6;59;1
2026-03-21 05:00:00;M-003;Produktion;202.9;30;0
2026-03-21 05:00:00;M-004;Produktion;245.2;58;2
2026-03-21 05:00:00;M-005;Produktion;221.5;50;3
2026-03-21 06:00:00;M-001;Produktion;215.9;42;0
2026-03-21 06:00:00;M-002;Produktion;227.1;52;3
2026-03-21 06:00:00;M-003;Produktion;207.7;34;0
2026-03-21 06:00:00;M-004;Produktion;246.5;57;4
2026-03-21 06:00:00;M-005;Produktion;218.3;42;0
2026-03-21 07:00:00;M-001;Produktion;215.5;44;0
2026-03-21 07:00:00;M-002;Produktion;230.0;54;1
2026-03-21 07:00:00;M-003;Produktion;202.8;38;0
2026-03-21 07:00:00;M-004;Produktion;244.4;58;3
2026-03-21 07:00:00;M-005;Produktion;226.7;46;0
2026-03-21 08:00:00;M-001;Produktion;212.6;36;0
2026-03-21 08:00:00;M-002;Produktion;232.4;48;2
2026-03-21 08:00:00;M-003;Produktion;210.3;46;1
2026-03-21 08:00:00;M-004;Produktion;240.6;56;1
2026-03-21 08:00:00;M-005;Produktion;218.8;50;1
2026-03-21 09:00:00;M-001;Produktion;214.9;40;0
2026-03-21 09:00:00;M-002;Produktion;227.7;54;2
2026-03-21 09:00:00;M-003;Produktion;204.7;38;0
2026-03-21 09:00:00;M-004;Produktion;247.2;63;1
2026-03-21 09:00:00;M-005;Produktion;216.6;42;1
2026-03-21 10:00:00;M-001;Produktion;213.2;41;0
2026-03-21 10:00:00;M-002;Produktion;233.3;48;0
2026-03-21 10:00:00;M-003;Produktion;206.7;31;0
2026-03-21 10:00:00;M-004;Produktion;248.8;58;3
2026-03-21 10:00:00;M-005;Produktion;225.5;48;2
2026-03-21 11:00:00;M-001;Produktion;222.5;38;0
2026-03-21 11:00:00;M-002;Produktion;232.8;54;1
2026-03-21 11:00:00;M-003;Produktion;203.6;44;2
2026-03-21 11:00:00;M-004;Produktion;245.4;70;1
2026-03-21 11:00:00;M-005;Produktion;219.2;53;1
2026-03-21 12:00:00;M-001;Produktion;216.5;46;0
2026-03-21 12:00:00;M-002;Produktion;225.1;54;2
2026-03-21 12:00:00;M-003;Produktion;210.3;41;0
2026-03-21 12:00:00;M-004;Produktion;245.3;67;2
2026-03-21 12:00:00;M-005;Produktion;221.1;50;2
2026-03-21 13:00:00;M-001;Produktion;216.2;43;0
2026-03-21 13:00:00;M-002;Produktion;236.8;51;0
2026-03-21 13:00:00;M-003;Produktion;207.9;40;0
2026-03-21 13:00:00;M-004;Produktion;252.7;57;0
2026-03-21 13:00:00;M-005;Produktion;223.6;48;0
2026-03-21 14:00:00;M-001;Produktion;220.5;44;1
2026-03-21 14:00:00;M-002;Produktion;229.5;55;1
2026-03-21 14:00:00;M-003;Produktion;206.7;40;0
2026-03-21 14:00:00;M-004;Produktion;249.8;65;2
2026-03-21 14:00:00;M-005;Produktion;221.5;46;1
2026-03-21 15:00:00;M-001;Produktion;216.7;44;0
2026-03-21 15:00:00;M-002;Produktion;232.2;45;0
2026-03-21 15:00:00;M-003;Produktion;210.8;35;1
2026-03-21 15:00:00;M-004;Produktion;248.8;60;2
2026-03-21 15:00:00;M-005;Produktion;223.0;45;0
2026-03-21 16:00:00;M-001;Produktion;217.1;42;1
2026-03-21 16:00:00;M-002;Produktion;232.8;52;1
