Zeitstempel;Maschinen_ID;Vibration_mm_s;Status;Produzierte_Stueck;Fehlteile;Temperatur_C
2025-01-04 03:00:00;Maschine_03;18,85;Produktion;94;3;63,2
2025-01-04 04:00:00;Maschine_03;17,17;Produktion;93;2;68,9
2025-01-04 05:00:00;Maschine_03;17,77;Produktion;109;3;65,2
2025-01-04 06:00:00;Maschine_03;19,3;Produktion;100;3;68,0
2025-01-04 07:00:00;Maschine_03;17,55;Produktion;105;3;74,2
2025-01-04 08:00:00;Maschine_03;15,91;Produktion;98;2;69,3
2025-01-04 09:00:00;Maschine_03;19,0;Produktion;93;3;69,9
2025-01-04 10:00:00;Maschine_03;19,58;Produktion;105;3;66,0
2025-01-04 11:00:00;Maschine_03;17,38;Produktion;95;3;71,7
2025-01-04 12:00:00;Maschine_03;18,56;Produktion;104;3;71,7
2025-01-04 13:00:00;Maschine_03;16,97;Produktion;109;3;70,6
2025-01-04 14:00:00;Maschine_03;18,49;Produktion;96;3;73,4
2025-01-04 15:00:00;Maschine_03;19,17;Produktion;90;3;65,4
2025-01-04 16:00:00;Maschine_03;16,28;Produktion;108;3;64,2
2025-01-04 17:00:00;Maschine_03;19,94;Produktion;96;3;72,8
2025-01-04 18:00:00;Maschine_03;18,39;Produktion;100;3;71,2
2025-01-04 19:00:00;Maschine_03;16,37;Produktion;108;3;74,8
2025-01-04 20:00:00;Maschine_03;20,86;Produktion;101;3;69,8
2025-01-04 21:00:00;Maschine_03;17,71;Produktion;101;3;68,9
2025-01-04 22:00:00;Maschine_03;18,17;Produktion;105;3;77,1
2025-01-04 23:00:00;Maschine_03;18,85;Produktion;99;3;73,3
2025-01-05 00:00:00;Maschine_03;19,99;Produktion;92;3;73,7
2025-01-05 01:00:00;Maschine_03;16,58;Produktion;90;2;67,5
2025-01-05 02:00:00;Maschine_03;16,75;Produktion;100;3;68,1
2025-01-05 03:00:00;Maschine_03;17,83;Produktion;104;3;73,8
2025-01-05 04:00:00;Maschine_03;19,14;Produktion;102;3;63,2
2025-01-05 05:00:00;Maschine_03;15,82;Produktion;107;3;65,0
2025-01-05 06:00:00;Maschine_03;16,28;Produktion;105;3;65,3
2025-01-05 07:00:00;Maschine_03;20,01;Produktion;93;3;65,1
2025-01-05 08:00:00;Maschine_03;17,19;Produktion;99;3;62,7
2025-01-05 09:00:00;Maschine_03;15,83;Produktion;91;2;72,1
2025-01-05 10:00:00;Maschine_03;19,2;Produktion;90;3;68,2
2025-01-05 11:00:00;Maschine_03;17,1;Produktion;107;3;66,1
2025-01-05 12:00:00;Maschine_03;17,16;Produktion;90;2;65,3
2025-01-05 13:00:00;Maschine_03;17,4;Produktion;101;3;67,3
2025-01-05 14:00:00;Maschine_03;17,11;Produktion;109;3;71,7
2025-01-05 15:00:00;Maschine_03;19,94;Produktion;109;3;72,1
2025-01-05 16:00:00;Maschine_03;17,25;Produktion;93;2;67,2
2025-01-05 17:00:00;Maschine_03;17,12;Produktion;100;3;71,6
2025-01-05 18:00:00;Maschine_03;17,52;Produktion;94;2;65,4
2025-01-05 19:00:00;Maschine_03;17,08;Produktion;100;3;68,7
2025-01-05 20:00:00;Maschine_03;19,87;Produktion;106;3;64,2
2025-01-05 21:00:00;Maschine_03;16,54;Produktion;92;2;67,3
2025-01-05 22:00:00;Maschine_03;17,85;Produktion;107;3;69,5
2025-01-05 23:00:00;Maschine_03;17,62;Produktion;103;3;73,1
2025-01-06 00:00:00;Maschine_03;16,1;Produktion;97;2;70,7
2025-01-06 01:00:00;Maschine_03;16,69;Produktion;102;3;65,6
2025-01-06 02:00:00;Maschine_03;19,45;Produktion;96;3;72,6
2025-01-06 03:00:00;Maschine_03;16,78;Produktion;108;3;70,0
2025-01-06 04:00:00;Maschine_03;17,9;Produktion;108;3;70,2
2025-01-06 05:00:00;Maschine_03;16,94;Produktion;96;2;72,2
2025-01-06 06:00:00;Maschine_03;19,22;Produktion;106;3;67,5
2025-01-06 07:00:00;Maschine_03;16,36;Produktion;102;3;68,9
2025-01-06 08:00:00;Maschine_03;20,29;Produktion;108;3;62,7
2025-01-06 09:00:00;Maschine_03;15,16;Produktion;90;2;66,1
2025-01-06 10:00:00;Maschine_03;18,68;Produktion;105;3;70,7
2025-01-06 11:00:00;Maschine_03;18,47;Produktion;92;3;58,9
2025-01-06 12:00:00;Maschine_03;14,0;Produktion;95;2;75,4
2025-01-06 13:00:00;Maschine_03;18,83;Produktion;97;3;68,3
2025-01-06 14:00:00;Maschine_03;15,15;Produktion;95;2;68,1
2025-01-06 15:00:00;Maschine_03;16,85;Produktion;102;3;66,0
2025-01-06 16:00:00;Maschine_03;16,09;Produktion;104;3;68,0
2025-01-06 17:00:00;Maschine_03;17,42;Produktion;100;3;70,2
2025-01-06 18:00:00;Maschine_03;18,51;Produktion;108;3;60,4
2025-01-06 19:00:00;Maschine_03;15,86;Produktion;107;3;70,4
2025-01-06 20:00:00;Maschine_03;17,16;Produktion;103;3;69,6
2025-01-06 21:00:00;Maschine_03;15,86;Produktion;104;3;62,5
2025-01-06 22:00:00;Maschine_03;18,01;Produktion;101;3;71,3
2025-01-06 23:00:00;Maschine_03;20,4;Produktion;106;3;69,6
2025-01-07 00:00:00;Maschine_03;19,8;Produktion;109;3;64,3
2025-01-07 01:00:00;Maschine_03;18,95;Produktion;106;3;64,7
2025-01-07 02:00:00;Maschine_03;16,96;Produktion;109;3;71,3
2025-01-07 03:00:00;Maschine_03;15,99;Produktion;108;3;71,7
2025-01-07 04:00:00;Maschine_03;18,18;Produktion;102;3;61,4
2025-01-07 05:00:00;Maschine_03;18,94;Produktion;96;3;75,6
2025-01-01 00:00:00;Maschine_04;10,27;Produktion;104;2;66,9
2025-01-01 01:00:00;Maschine_04;11,33;Produktion;105;2;69,3
2025-01-01 02:00:00;Maschine_04;12,95;Produktion;104;2;67,4
2025-01-01 03:00:00;Maschine_04;12,64;Produktion;103;2;63,7
2025-01-01 04:00:00;Maschine_04;10,9;Produktion;99;2;71,5
2025-01-01 05:00:00;Maschine_04;10,05;Produktion;100;2;60,6
2025-01-01 06:00:00;Maschine_04;10,11;Produktion;97;2;61,8
2025-01-01 07:00:00;Maschine_04;11,39;Produktion;91;2;64,0
2025-01-01 08:00:00;Maschine_04;13,57;Produktion;100;2;68,5
2025-01-01 09:00:00;Maschine_04;12,77;Produktion;104;2;78,1
2025-01-01 10:00:00;Maschine_04;8,95;Produktion;94;1;63,2
2025-01-01 11:00:00;Maschine_04;12,09;Produktion;93;2;68,2
2025-01-01 12:00:00;Maschine_04;13,3;Produktion;107;2;66,0
2025-01-01 13:00:00;Maschine_04;9,77;Produktion;107;2;68,2
2025-01-01 14:00:00;Maschine_04;9,91;Produktion;102;2;68,4
2025-01-01 15:00:00;Maschine_04;12,43;Produktion;105;2;70,7
2025-01-01 16:00:00;Maschine_04;9,63;Produktion;106;2;66,6
2025-01-01 17:00:00;Maschine_04;12,16;Produktion;97;2;76,3
2025-01-01 18:00:00;Maschine_04;14,07;Produktion;103;2;60,6
2025-01-01 19:00:00;Maschine_04;11,73;Produktion;104;2;71,6
2025-01-01 20:00:00;Maschine_04;11,97;Produktion;97;2;72,1
2025-01-01 21:00:00;Maschine_04;11,4;Produktion;104;2;62,1
2025-01-01 22:00:00;Maschine_04;13,96;Produktion;94;2;68,1
2025-01-01 23:00:00;Maschine_04;10,5;Produktion;103;2;68,5
2025-01-02 00:00:00;Maschine_04;11,91;Produktion;93;2;64,7
2025-01-02 01:00:00;Maschine_04;10,27;Produktion;90;2;64,7
2025-01-02 02:00:00;Maschine_04;13,74;Produktion;104;2;59,6
2025-01-02 03:00:00;Maschine_04;10,54;Produktion;91;2;62,8
2025-01-02 04:00:00;Maschine_04;12,22;Produktion;92;2;76,3
2025-01-02 05:00:00;Maschine_04;11,43;Produktion;100;2;71,3
2025-01-02 06:00:00;Maschine_04;14,25;Produktion;108;3;72,8
2025-01-02 07:00:00;Maschine_04;12,23;Produktion;94;2;71,4
2025-01-02 08:00:00;Maschine_04;12,99;Produktion;101;2;66,5
2025-01-02 09:00:00;Maschine_04;13,48;Produktion;97;2;70,7
2025-01-02 10:00:00;Maschine_04;9,55;Produktion;104;2;63,3
2025-01-02 11:00:00;Maschine_04;12,15;Produktion;101;2;69,8
2025-01-02 12:00:00;Maschine_04;12,24;Produktion;93;2;63,7
2025-01-02 13:00:00;Maschine_04;13,98;Produktion;98;2;64,7
2025-01-02 14:00:00;Maschine_04;12,43;Produktion;105;2;64,0
2025-01-02 15:00:00;Maschine_04;10,92;Produktion;94;2;72,3
2025-01-02 16:00:00;Maschine_04;10,79;Produktion;95;2;64,8
2025-01-02 17:00:00;Maschine_04;11,79;Produktion;99;2;61,5
2025-01-02 18:00:00;Maschine_04;10,57;Produktion;96;2;66,4
2025-01-02 19:00:00;Maschine_04;12,0;Produktion;105;2;63,4
2025-01-02 20:00:00;Maschine_04;11,6;Produktion;106;2;61,9
2025-01-02 21:00:00;Maschine_04;10,8;Produktion;108;2;62,0
2025-01-02 22:00:00;Maschine_04;13,32;Produktion;109;2;70,1
2025-01-02 23:00:00;Maschine_04;12,73;Produktion;109;2;65,3
2025-01-03 00:00:00;Maschine_04;12,45;Produktion;102;2;64,5
2025-01-03 01:00:00;Maschine_04;11,38;Produktion;108;2;62,5
2025-01-03 02:00:00;Maschine_04;13,21;Stillstand;0;0;61,9
2025-01-03 03:00:00;Maschine_04;12,59;Produktion;91;2;71,2
2025-01-03 04:00:00;Maschine_04;13,41;Produktion;104;2;71,1
2025-01-03 05:00:00;Maschine_04;10,71;Produktion;95;2;67,3
2025-01-03 06:00:00;Maschine_04;11,99;Produktion;94;2;69,5
2025-01-03 07:00:00;Maschine_04;9,57;Produktion;109;2;63,9
2025-01-03 08:00:00;Maschine_04;9,89;Produktion;104;2;71,5
2025-01-03 09:00:00;Maschine_04;13,58;Produktion;99;2;69,2
2025-01-03 10:00:00;Maschine_04;11,56;Produktion;104;2;67,6
2025-01-03 11:00:00;Maschine_04;12,23;Produktion;103;2;67,5
2025-01-03 12:00:00;Maschine_04;12,09;Produktion;100;2;62,7
2025-01-03 13:00:00;Maschine_04;12,35;Produktion;106;2;72,0
2025-01-03 14:00:00;Maschine_04;10,38;Produktion;107;2;67,1
2025-01-03 15:00:00;Maschine_04;9,94;Produktion;96;2;60,0
2025-01-03 16:00:00;Maschine_04;8,57;Produktion;96;1;62,8
2025-01-03 17:00:00;Maschine_04;9,67;Produktion;96;2;77,8
2025-01-03 18:00:00;Maschine_04;9,57;Produktion;105;2;68,1
2025-01-03 19:00:00;Maschine_04;13,58;Produktion;91;2;60,7
2025-01-03 20:00:00;Maschine_04;10,71;Produktion;108;2;63,7
2025-01-03 21:00:00;Maschine_04;12,76;Produktion;97;2;71,4
2025-01-03 22:00:00;Maschine_04;13,0;Produktion;92;2;71,0
2025-01-03 23:00:00;Maschine_04;10,72;Produktion;105;2;72,9
2025-01-04 00:00:00;Maschine_04;11,9;Produktion;97;2;68,3
2025-01-04 01:00:00;Maschine_04;10,74;Produktion;96;2;71,9
2025-01-04 02:00:00;Maschine_04;12,05;Produktion;106;2;69,9
2025-01-04 03:00:00;Maschine_04;13,39;Produktion;92;2;66,5
2025-01-04 04:00:00;Maschine_04;10,95;Produktion;93;2;68,2
2025-01-04 05:00:00;Maschine_04;12,84;Produktion;99;2;63,1
2025-01-04 06:00:00;Maschine_04;9,49;Produktion;93;2;69,9
2025-01-04 07:00:00;Maschine_04;12,48;Produktion;108;2;64,1
2025-01-04 08:00:00;Maschine_04;15,56;Produktion;98;2;68,1
2025-01-04 09:00:00;Maschine_04;10,12;Produktion;108;2;55,8
2025-01-04 10:00:00;Maschine_04;13,29;Produktion;93;2;68,2
2025-01-04 11:00:00;Maschine_04;9,22;Produktion;101;2;71,0
2025-01-04 12:00:00;Maschine_04;11,29;Produktion;108;2;68,5
2025-01-04 13:00:00;Maschine_04;13,62;Produktion;104;2;65,7
2025-01-04 14:00:00;Maschine_04;10,9;Produktion;93;2;65,2
2025-01-04 15:00:00;Maschine_04;13,05;Produktion;105;2;69,8
2025-01-04 16:00:00;Maschine_04;9,9;Produktion;95;2;66,7
2025-01-04 17:00:00;Maschine_04;12,35;Produktion;108;2;71,9
2025-01-04 18:00:00;Maschine_04;8,57;Produktion;103;2;69,2
2025-01-04 19:00:00;Maschine_04;10,33;Produktion;100;2;71,7
2025-01-04 20:00:00;Maschine_04;12,3;Produktion;104;2;65,0
2025-01-04 21:00:00;Maschine_04;8,84;Produktion;105;2;58,4
2025-01-04 22:00:00;Maschine_04;9,09;Produktion;92;1;68,9
2025-01-04 23:00:00;Maschine_04;13,06;Produktion;103;2;64,1
2025-01-05 00:00:00;Maschine_04;10,34;Produktion;108;2;61,9
2025-01-05 01:00:00;Maschine_04;9,11;Produktion;95;2;67,3
2025-01-05 02:00:00;Maschine_04;11,8;Produktion;92;2;69,0
2025-01-05 03:00:00;Maschine_04;12,57;Produktion;92;2;64,3
2025-01-05 04:00:00;Maschine_04;9,06;Produktion;109;2;68,4
2025-01-05 05:00:00;Maschine_04;11,9;Produktion;108;2;69,6
2025-01-05 06:00:00;Maschine_04;11,23;Produktion;108;2;71,6
2025-01-05 07:00:00;Maschine_04;11,12;Produktion;94;2;70,8
2025-01-05 08:00:00;Maschine_04;13,64;Produktion;101;2;68,7
2025-01-05 09:00:00;Maschine_04;12,16;Produktion;107;2;66,1
2025-01-05 10:00:00;Maschine_04;11,28;Produktion;93;2;59,2
2025-01-05 11:00:00;Maschine_04;9,23;Produktion;97;2;64,4
2025-01-05 12:00:00;Maschine_04;11,43;Produktion;94;2;70,5
2025-01-05 13:00:00;Maschine_04;13,14;Produktion;109;2;67,5
2025-01-05 14:00:00;Maschine_04;9,88;Produktion;97;2;71,7
2025-01-05 15:00:00;Maschine_04;13,53;Produktion;108;2;62,7
2025-01-05 16:00:00;Maschine_04;9,76;Produktion;94;2;60,0
2025-01-05 17:00:00;Maschine_04;14,09;Produktion;96;2;67,5
2025-01-05 18:00:00;Maschine_04;11,77;Produktion;105;2;64,6
2025-01-05 19:00:00;Maschine_04;10,81;Produktion;92;2;62,6
2025-01-05 20:00:00;Maschine_04;11,78;Produktion;107;2;62,9
2025-01-05 21:00:00;Maschine_04;10,87;Produktion;102;2;63,4
2025-01-05 22:00:00;Maschine_04;11,68;Produktion;100;2;67,9
2025-01-05 23:00:00;Maschine_04;8,12;Produktion;100;2;60,0
2025-01-06 00:00:00;Maschine_04;9,31;Produktion;101;2;74,1
2025-01-06 01:00:00;Maschine_04;11,78;Produktion;91;2;67,8
2025-01-06 02:00:00;Maschine_04;9,75;Produktion;106;2;71,3
2025-01-06 03:00:00;Maschine_04;10,38;Produktion;95;2;72,5
2025-01-06 04:00:00;Maschine_04;11,8;Produktion;102;2;59,0
2025-01-06 05:00:00;Maschine_04;13,25;Produktion;105;2;69,4
2025-01-06 06:00:00;Maschine_04;10,71;Produktion;97;2;65,1
2025-01-06 07:00:00;Maschine_04;12,84;Produktion;98;2;66,0
2025-01-06 08:00:00;Maschine_04;13,95;Produktion;99;2;69,6
2025-01-06 09:00:00;Maschine_04;11,14;Produktion;100;2;
2025-01-06 10:00:00;Maschine_04;13,72;Produktion;92;2;64,0
2025-01-06 11:00:00;Maschine_04;10,38;Produktion;95;2;65,7
2025-01-06 12:00:00;Maschine_04;11,06;Produktion;92;2;56,7
2025-01-06 13:00:00;Maschine_04;11,79;Produktion;102;2;70,5
2025-01-06 14:00:00;Maschine_04;11,88;Produktion;107;2;64,9
2025-01-06 15:00:00;Maschine_04;13,51;Produktion;104;2;59,4
2025-01-06 16:00:00;Maschine_04;15,59;Produktion;99;2;69,3
2025-01-06 17:00:00;Maschine_04;13,35;Produktion;93;2;73,7
2025-01-06 18:00:00;Maschine_04;10,63;Produktion;100;2;68,0
2025-01-06 19:00:00;Maschine_04;11,99;Produktion;94;2;73,1
2025-01-06 20:00:00;Maschine_04;13,1;Produktion;109;2;68,9
2025-01-06 21:00:00;Maschine_04;11,95;Produktion;93;2;62,1
2025-01-06 22:00:00;Maschine_04;10,64;Produktion;91;2;76,0
2025-01-06 23:00:00;Maschine_04;12,01;Produktion;109;2;76,0
2025-01-07 00:00:00;Maschine_04;10,52;Produktion;103;2;60,3
2025-01-07 01:00:00;Maschine_04;9,5;Produktion;101;2;63,8
2025-01-07 02:00:00;Maschine_04;12,92;Produktion;93;2;70,8
2025-01-07 03:00:00;Maschine_04;9,92;Produktion;104;2;67,0
2025-01-07 04:00:00;Maschine_04;11,0;Produktion;106;2;68,0
2025-01-07 05:00:00;Maschine_04;11,76;Produktion;94;2;72,0
2025-01-01 00:00:00;Maschine_05;14,28;Produktion;96;2;70,2
2025-01-01 01:00:00;Maschine_05;15,83;Produktion;96;2;72,5
2025-01-01 02:00:00;Maschine_05;13,67;Produktion;100;2;66,5
2025-01-01 03:00:00;Maschine_05;15,52;Produktion;94;2;71,0
2025-01-01 04:00:00;Maschine_05;14,96;Produktion;102;2;73,4
2025-01-01 05:00:00;Maschine_05;14,87;Produktion;101;2;73,0
2025-01-01 06:00:00;Maschine_05;15,3;Produktion;109;3;67,1
2025-01-01 07:00:00;Maschine_05;12,61;Produktion;99;2;62,4
2025-01-01 08:00:00;Maschine_05;13,64;Produktion;92;2;72,4
2025-01-01 09:00:00;Maschine_05;15,12;Produktion;93;2;68,6
2025-01-01 10:00:00;Maschine_05;16,4;Produktion;91;2;69,6
2025-01-01 11:00:00;Maschine_05;14,17;Produktion;100;2;68,2
2025-01-01 12:00:00;Maschine_05;14,12;Produktion;108;2;78,5
2025-01-01 13:00:00;Maschine_05;12,54;Produktion;90;2;67,8
2025-01-01 14:00:00;Maschine_05;10,24;Produktion;99;2;72,1
2025-01-01 15:00:00;Maschine_05;13,55;Produktion;102;2;63,2
2025-01-01 16:00:00;Maschine_05;13,93;Produktion;109;2;68,2
2025-01-01 17:00:00;Maschine_05;13,62;Produktion;109;2;69,5
2025-01-01 18:00:00;Maschine_05;13,57;Produktion;100;2;61,8
2025-01-01 19:00:00;Maschine_05;13,43;Produktion;92;2;65,9
2025-01-01 20:00:00;Maschine_05;15,19;Produktion;95;2;66,3
2025-01-01 21:00:00;Maschine_05;15,22;Produktion;101;2;67,1
2025-01-01 22:00:00;Maschine_05;15,6;Produktion;106;3;73,8
2025-01-01 23:00:00;Maschine_05;12,23;Produktion;108;2;66,3
2025-01-02 00:00:00;Maschine_05;14,41;Produktion;92;2;60,7
2025-01-02 01:00:00;Maschine_05;14,45;Produktion;102;2;81,3
2025-01-02 02:00:00;Maschine_05;18,0;Produktion;109;3;69,9
2025-01-02 03:00:00;Maschine_05;14,8;Produktion;102;2;68,4
2025-01-02 04:00:00;Maschine_05;14,5;Produktion;103;2;68,1
2025-01-02 05:00:00;Maschine_05;17,38;Produktion;102;3;73,6
2025-01-02 06:00:00;Maschine_05;14,35;Produktion;96;2;70,3
2025-01-02 07:00:00;Maschine_05;16,13;Produktion;102;3;66,6
2025-01-02 08:00:00;Maschine_05;14,27;Produktion;95;2;65,4
2025-01-02 09:00:00;Maschine_05;14,29;Produktion;93;2;66,3
2025-01-02 10:00:00;Maschine_05;14,72;Produktion;107;3;68,4
2025-01-02 11:00:00;Maschine_05;13,61;Produktion;107;2;75,0
2025-01-02 12:00:00;Maschine_05;12,12;Produktion;99;2;65,8
2025-01-02 13:00:00;Maschine_05;14,89;Produktion;106;3;75,4
2025-01-02 14:00:00;Maschine_05;13,38;Produktion;90;2;66,6
2025-01-02 15:00:00;Maschine_05;12,69;Produktion;101;2;69,1
2025-01-02 16:00:00;Maschine_05;14,11;Produktion;91;2;69,3
2025-01-02 17:00:00;Maschine_05;13,41;Produktion;106;2;68,2
2025-01-02 18:00:00;Maschine_05;11,42;Produktion;105;2;68,7
2025-01-02 19:00:00;Maschine_05;17,44;Produktion;91;2;68,1
2025-01-02 20:00:00;Maschine_05;13,29;Produktion;97;2;67,9
2025-01-02 21:00:00;Maschine_05;13,99;Produktion;94;2;69,9
2025-01-02 22:00:00;Maschine_05;13,75;Produktion;100;2;67,3
2025-01-02 23:00:00;Maschine_05;13,68;Produktion;94;2;70,7
2025-01-03 00:00:00;Maschine_05;14,19;Produktion;98;2;65,8
2025-01-03 01:00:00;Maschine_05;16,72;Produktion;107;3;73,0
2025-01-03 02:00:00;Maschine_05;14,37;Produktion;90;2;67,8
2025-01-03 03:00:00;Maschine_05;15,53;Produktion;90;2;77,1
2025-01-03 04:00:00;Maschine_05;11,74;Produktion;96;2;65,9
2025-01-03 05:00:00;Maschine_05;15,9;Produktion;97;2;77,8
2025-01-03 06:00:00;Maschine_05;12,91;Produktion;95;2;56,1
2025-01-03 07:00:00;Maschine_05;14,06;Produktion;98;2;67,4
2025-01-03 08:00:00;Maschine_05;15,74;Produktion;103;3;62,8
2025-01-03 09:00:00;Maschine_05;15,37;Produktion;105;3;67,5
2025-01-03 10:00:00;Maschine_05;13,99;Produktion;90;2;68,0
2025-01-03 11:00:00;Maschine_05;12,12;Produktion;98;2;61,6
2025-01-03 12:00:00;Maschine_05;13,44;Produktion;92;2;63,3
2025-01-03 13:00:00;Maschine_05;10,79;Produktion;108;2;60,2
2025-01-03 14:00:00;Maschine_05;13,46;Produktion;93;2;75,1
2025-01-03 15:00:00;Maschine_05;15,88;Produktion;104;3;66,2
2025-01-03 16:00:00;Maschine_05;17,34;Produktion;98;3;66,6
2025-01-03 17:00:00;Maschine_05;13,34;Produktion;92;2;68,0
2025-01-03 18:00:00;Maschine_05;15,46;Produktion;97;2;61,2
2025-01-03 19:00:00;Maschine_05;13,61;Produktion;99;2;64,7
2025-01-03 20:00:00;Maschine_05;16,94;Produktion;100;3;70,2
2025-01-03 21:00:00;Maschine_05;12,94;Produktion;102;2;70,3
2025-01-03 22:00:00;Maschine_05;11,01;Produktion;98;2;70,2
2025-01-03 23:00:00;Maschine_05;13,29;Produktion;99;2;70,1
2025-01-04 00:00:00;Maschine_05;15,15;Produktion;103;2;68,0
2025-01-04 01:00:00;Maschine_05;14,16;Produktion;94;2;72,4
2025-01-04 02:00:00;Maschine_05;16,72;Produktion;100;3;65,6
2025-01-04 03:00:00;Maschine_05;12,64;Produktion;102;2;68,0
2025-01-04 04:00:00;Maschine_05;15,94;Produktion;106;3;70,8
2025-01-04 05:00:00;Maschine_05;15,7;Produktion;99;2;68,9
2025-01-04 06:00:00;Maschine_05;15,1;Produktion;99;2;63,3
2025-01-04 07:00:00;Maschine_05;14,0;Produktion;103;2;68,4
2025-01-04 08:00:00;Maschine_05;16,84;Produktion;97;3;68,8
2025-01-04 09:00:00;Maschine_05;11,63;Produktion;97;2;76,0
2025-01-04 10:00:00;Maschine_05;12,44;Produktion;97;2;70,6
2025-01-04 11:00:00;Maschine_05;16,67;Produktion;98;3;64,6
2025-01-04 12:00:00;Maschine_05;14,81;Produktion;98;2;70,9
2025-01-04 13:00:00;Maschine_05;16,26;Produktion;97;2;59,9
2025-01-04 14:00:00;Maschine_05;14,21;Produktion;108;2;64,0
2025-01-04 15:00:00;Maschine_05;15,1;Produktion;90;2;67,2
2025-01-04 16:00:00;Maschine_05;14,68;Produktion;103;2;62,5
2025-01-04 17:00:00;Maschine_05;16,65;Produktion;100;3;64,8
2025-01-04 18:00:00;Maschine_05;14,33;Produktion;92;2;73,8
2025-01-04 19:00:00;Maschine_05;14,12;Produktion;97;2;63,6
2025-01-04 20:00:00;Maschine_05;12,49;Produktion;94;2;72,0
2025-01-04 21:00:00;Maschine_05;17,1;Produktion;100;3;68,8
2025-01-04 22:00:00;Maschine_05;15,02;Produktion;94;2;69,7
2025-01-04 23:00:00;Maschine_05;14,78;Produktion;91;2;72,0
2025-01-05 00:00:00;Maschine_05;15,54;Produktion;98;2;73,0
2025-01-05 01:00:00;Maschine_05;13,88;Produktion;98;2;71,4
2025-01-05 02:00:00;Maschine_05;14,96;Produktion;99;2;66,5
2025-01-05 03:00:00;Maschine_05;15,51;Produktion;109;3;71,7
2025-01-05 04:00:00;Maschine_05;14,25;Produktion;99;2;68,5
2025-01-05 05:00:00;Maschine_05;13,5;Produktion;107;2;64,3
2025-01-05 06:00:00;Maschine_05;16,92;Produktion;104;3;72,3
2025-01-05 07:00:00;Maschine_05;14,53;Produktion;98;2;63,2
2025-01-05 08:00:00;Maschine_05;15,24;Produktion;92;2;67,9
2025-01-05 09:00:00;Maschine_05;16,3;Produktion;104;3;64,9
2025-01-05 10:00:00;Maschine_05;11,04;Produktion;96;2;69,7
2025-01-05 11:00:00;Maschine_05;14,46;Produktion;95;2;73,0
2025-01-05 12:00:00;Maschine_05;16,35;Produktion;107;3;69,6
2025-01-05 13:00:00;Maschine_05;16,42;Produktion;99;3;70,4
2025-01-05 14:00:00;Maschine_05;16,12;Produktion;100;3;67,6
2025-01-05 15:00:00;Maschine_05;14,89;Produktion;100;2;64,4
2025-01-05 16:00:00;Maschine_05;14,27;Produktion;91;2;67,7
2025-01-05 17:00:00;Maschine_05;16,11;Produktion;104;3;71,1
2025-01-05 18:00:00;Maschine_05;14,05;Produktion;106;2;67,8
2025-01-05 19:00:00;Maschine_05;13,4;Produktion;107;2;71,7
2025-01-05 20:00:00;Maschine_05;14,14;Produktion;108;2;69,9
2025-01-05 21:00:00;Maschine_05;14,98;Produktion;98;2;70,0
2025-01-05 22:00:00;Maschine_05;14,01;Produktion;97;2;70,8
2025-01-05 23:00:00;Maschine_05;13,96;Produktion;103;2;62,7
2025-01-06 00:00:00;Maschine_05;14,46;Produktion;97;2;57,4
2025-01-06 01:00:00;Maschine_05;15,65;Produktion;93;2;73,4
2025-01-06 02:00:00;Maschine_05;13,59;Produktion;93;2;65,5
2025-01-06 03:00:00;Maschine_05;16,48;Produktion;102;3;59,4
2025-01-06 04:00:00;Maschine_05;15,68;Produktion;101;2;72,0
2025-01-06 05:00:00;Maschine_05;14,98;Produktion;107;3;74,9
2025-01-06 06:00:00;Maschine_05;14,25;Produktion;102;2;66,5
2025-01-06 07:00:00;Maschine_05;13,04;Produktion;102;2;70,0
2025-01-06 08:00:00;Maschine_05;15,26;Produktion;98;2;63,8
2025-01-06 09:00:00;Maschine_05;14,56;Produktion;106;2;69,3
2025-01-06 10:00:00;Maschine_05;15,93;Produktion;99;2;70,5
2025-01-06 11:00:00;Maschine_05;12,21;Produktion;93;2;67,1
2025-01-06 12:00:00;Maschine_05;16,61;Produktion;106;3;63,1
2025-01-06 13:00:00;Maschine_05;15,85;Produktion;92;2;62,5
2025-01-06 14:00:00;Maschine_05;15,51;Produktion;105;3;76,7
2025-01-06 15:00:00;Maschine_05;16,32;Produktion;93;2;62,2
2025-01-06 16:00:00;Maschine_05;13,9;Produktion;97;2;68,7
2025-01-06 17:00:00;Maschine_05;15,69;Produktion;99;2;69,4
2025-01-06 18:00:00;Maschine_05;14,92;Produktion;93;2;75,9
2025-01-06 19:00:00;Maschine_05;13,99;Stillstand;0;0;71,2
2025-01-06 20:00:00;Maschine_05;15,55;Produktion;95;2;62,2
2025-01-06 21:00:00;Maschine_05;15,64;Produktion;98;2;65,9
2025-01-06 22:00:00;Maschine_05;16,92;Produktion;100;3;76,1
2025-01-06 23:00:00;Maschine_05;17,04;Produktion;97;3;63,9
2025-01-07 00:00:00;Maschine_05;13,88;Produktion;99;2;78,1
2025-01-07 01:00:00;Maschine_05;15,83;Produktion;101;3;62,7
2025-01-07 02:00:00;Maschine_05;13,41;Produktion;105;2;71,2
2025-01-07 03:00:00;Maschine_05;14,21;Produktion;92;2;74,3
2025-01-07 04:00:00;Maschine_05;16,17;Produktion;90;2;63,4
2025-01-07 05:00:00;Maschine_05;14,08;Produktion;108;2;72,7
2025-01-01 00:00:00;Maschine_06;11,67;Produktion;106;2;70,1
